Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,SPY Allocation,SH Allocation,VIX Level,Portfolio Return
2006-01-03,125.19000244140625,127.0,124.38999938964844,126.69999694824219,89.34785461425781,73256700,,1.0,0.0,0,
2006-01-04,126.86000061035156,127.48999786376953,126.69999694824219,127.30000305175781,89.77091979980469,51899600,0.004735034628121415,1.0,0.0,0,0.004735034628121415
2006-01-05,127.1500015258789,127.58999633789062,126.87999725341797,127.37999725341797,89.827392578125,47307500,0.0006290765255190234,1.0,0.0,0,0.0006290765255190234
2006-01-06,128.02000427246094,128.5800018310547,127.36000061035156,128.44000244140625,90.57491302490234,62885900,0.00832174268141217,0.5999464973771398,0.4000535026228602,11,0.001663458066161987
2006-01-09,128.4199981689453,129.05999755859375,128.3800048828125,128.77000427246094,90.8075942993164,43527400,0.002568937320978515,1.0,0.0,0,0.002568937320978515
2006-01-10,128.38999938964844,128.97999572753906,128.25999450683594,128.89999389648438,90.8992691040039,44960800,0.0010095499764626314,1.0,0.0,0,0.0010095499764626314
2006-01-11,129.02000427246094,129.44000244140625,128.72999572753906,129.30999755859375,91.18839263916016,49598900,0.0031807025293617563,1.0,0.0,0,0.0031807025293617563
2006-01-12,129.0800018310547,129.27999877929688,128.44000244140625,128.8000030517578,90.82876586914062,40509200,-0.003943777926239012,1.0,0.0,0,-0.003943777926239012
2006-01-13,128.57000732421875,128.89999389648438,128.1999969482422,128.67999267578125,90.74412536621094,44856700,-0.0009318689087071119,1.0,0.0,0,-0.0009318689087071119
2006-01-17,128.1999969482422,128.4199981689453,127.80999755859375,128.3300018310547,90.49732208251953,52066600,-0.0027197714749621626,1.0,0.0,0,-0.0027197714749621626
2006-01-18,127.58000183105469,128.89999389648438,127.16000366210938,127.81999969482422,90.13766479492188,75067600,-0.003974231273602857,1.0,0.0,0,-0.003974231273602857
2006-01-19,128.1300048828125,128.77000427246094,127.80999755859375,128.30999755859375,90.48320007324219,81530400,0.003833417241354775,1.0,0.0,0,0.003833417241354775
2006-01-20,128.27999877929688,128.30999755859375,125.97000122070312,125.97000122070312,88.83306884765625,114957800,-0.018236879600304068,1.0,0.0,0,-0.018236879600304068
2006-01-23,126.20999908447266,126.81999969482422,126.12999725341797,126.41999816894531,89.15036010742188,67017400,0.0035717696560699785,1.0,0.0,0,0.0035717696560699785
2006-01-24,126.62999725341797,127.1500015258789,126.41999816894531,126.55000305175781,89.24207305908203,53008800,0.0010287446012517965,1.0,0.0,0,0.0010287446012517965
2006-01-25,127.04000091552734,127.18000030517578,125.83999633789062,126.66000366210938,89.31965637207031,87747700,0.0008693580317986616,1.0,0.0,0,0.0008693580317986616
2006-01-26,127.25,127.66999816894531,126.76000213623047,127.36000061035156,89.81327819824219,71294000,0.005526463560446837,1.0,0.0,0,0.005526463560446837
2006-01-27,127.66000366210938,128.66000366210938,127.44999694824219,128.5399932861328,90.64541625976562,65771200,0.009265200850220534,1.0,0.0,0,0.009265200850220534
2006-01-30,128.44000244140625,128.80999755859375,128.35000610351562,128.44000244140625,90.57491302490234,33709600,-0.0007777915064258734,1.0,0.0,0,-0.0007777915064258734
2006-01-31,128.32000732421875,128.5399932861328,127.48999786376953,127.5,89.9119873046875,72937000,-0.007319087571550642,1.0,0.0,0,-0.007319087571550642
2006-02-01,127.81999969482422,128.42999267578125,127.72000122070312,128.38999938964844,90.53962707519531,63561000,0.006980601689749122,1.0,0.0,0,0.006980601689749122
2006-02-02,128.10000610351562,128.13999938964844,126.80000305175781,126.9000015258789,89.48890686035156,83626900,-0.011605086621033878,1.0,0.0,0,-0.011605086621033878
2006-02-03,126.58000183105469,128.38999938964844,126.13999938964844,126.2699966430664,89.04459381103516,86040400,-0.0049650070037146055,1.0,0.0,0,-0.0049650070037146055
2006-02-06,126.44000244140625,126.80000305175781,126.16999816894531,126.5999984741211,89.2773208618164,45511900,0.0026136011274882076,1.0,0.0,0,0.0026136011274882076
2006-02-07,126.37999725341797,126.66000366210938,125.4000015258789,125.4800033569336,88.48751068115234,71208100,-0.008846705669926291,1.0,0.0,0,-0.008846705669926291
2006-02-08,125.8499984741211,128.10000610351562,125.5999984741211,126.62000274658203,89.29145812988281,59422200,0.0090854341199329,1.0,0.0,0,0.0090854341199329
2006-02-09,126.91999816894531,127.5999984741211,126.37000274658203,126.41000366210938,89.14336395263672,62023300,-0.0016585480890084492,1.0,0.0,0,-0.0016585480890084492
2006-02-10,126.43000030517578,127.12999725341797,125.44999694824219,126.63999938964844,89.30552673339844,64508700,0.0018191234161621939,1.0,0.0,0,0.0018191234161621939
2006-02-13,126.5999984741211,126.79000091552734,125.94999694824219,126.41000366210938,89.14336395263672,52308700,-0.0018158202150895253,1.0,0.0,0,-0.0018158202150895253
2006-02-14,126.45999908447266,128.02999877929688,126.20999908447266,127.75,90.08829498291016,90964400,0.010600127573999751,1.0,0.0,0,0.010600127573999751
2006-02-15,127.68000030517578,128.32000732421875,127.23999786376953,128.1999969482422,90.40560913085938,85471300,0.0035222572256408125,1.0,0.0,0,0.0035222572256408125
2006-02-16,128.33999633789062,129.2100067138672,128.17999267578125,129.16000366210938,91.08263397216797,61017900,0.0074887481851775295,1.0,0.0,0,0.0074887481851775295
2006-02-17,129.0500030517578,129.16000366210938,128.5800018310547,128.80999755859375,90.8357925415039,40342600,-0.0027100822615592213,1.0,0.0,0,-0.0027100822615592213
2006-02-21,129.11000061035156,129.39999389648438,128.2899932861328,128.49000549316406,90.61016845703125,46456300,-0.002483867627065206,1.0,0.0,0,-0.002483867627065206
2006-02-22,128.77000427246094,129.64999389648438,128.64999389648438,129.27000427246094,91.16020202636719,42326700,0.006070329397928065,1.0,0.0,0,0.006070329397928065
2006-02-23,129.27000427246094,129.63999938964844,128.27999877929688,129.0800018310547,91.02619934082031,43423200,-0.0014699691594377562,1.0,0.0,0,-0.0014699691594377562
2006-02-24,129.11000061035156,129.47999572753906,128.75999450683594,129.41000366210938,91.25894165039062,36777400,0.002556871661738569,1.0,0.0,0,0.002556871661738569
2006-02-27,129.39999389648438,130.0399932861328,129.27999877929688,129.4600067138672,91.29419708251953,35858600,0.00038632304398156236,1.0,0.0,0,0.00038632304398156236
2006-02-28,129.1999969482422,129.91000366210938,128.1300048828125,128.22999572753906,90.42677307128906,74394800,-0.009501414536199015,1.0,0.0,0,-0.009501414536199015
2006-03-01,128.60000610351562,129.49000549316406,128.5,129.3699951171875,91.23069763183594,48641600,0.008890337819675187,1.0,0.0,0,0.008890337819675187
